Block number,Coinbase emission,Total fees
57916,16664008968818,0
57917,16663993076781,1497552
57918,16663977184759,0
57919,16663961292752,0
57920,8330954158377,3448170
57921,8236412336380,1000000
57922,16663929600888,2390312
57923,9730234144076,1000000
57924,16663904429452,1035697
57925,16663888537514,1560622
57926,16663872645592,0
57927,16663856753684,0
57928,921730320696,7150658
57929,11048455019410,5168267
57930,8019300241168,7029137
57931,9818042143329,6905714
57932,9728025044156,5000000
57933,1612053651272,6266978
57934,14550711428903,3798385
57935,16663787743737,1362427
57936,16663771851911,0
57937,16663755960099,0
57938,16663740068303,0
57939,6728551493448,6000000
57940,16663717759676,1194553
57941,14027419872420,4639708
57942,16663688490326,0
57943,16663672598594,1053307
57944,16663656706878,3672116
57945,12972454034177,1000000
57946,10482390406228,2239143
57947,8239809386001,4440600
57948,10114751471766,2303153
57949,7347726685199,7000000
57950,16663593935282,1471393
57951,16663578043640,0
57952,16663562152014,0
57953,16663546260403,0
57954,16663530368807,0
57955,16663514477226,0
57956,16663498585660,0
57957,16663482694109,0
57958,16663466802574,0
57959,16663450911054,0
57960,16663435019548,0
57961,16663419128058,1672646
57962,16663403236584,0
57963,16663387345124,0
57964,16663371453679,0
57965,16663355562250,0
57966,16663339670836,0
57967,16663323779437,0
57968,16663307888053,0
57969,16663291996684,1000000
57970,3151021345698,9667854
57971,16663273100282,1651764
57972,7361275106175,6000000
57973,16663250188688,0
57974,16663234297374,0
57975,16663218406075,0
57976,16663202514792,0
57977,13995076806443,3943399
57978,16663173276778,1327376
57979,16663157385538,1176437
57980,16663141494313,0
57981,16663125603103,0
57982,16663109711908,0
57983,16663093820728,1336380
57984,16663077929563,0
57985,16663062038414,0
57986,16663046147280,2000000
57987,6304400801458,6000000
57988,9063058502551,5000000
57989,16441111555773,4762114
57990,16662999921143,0
57991,16662984030068,0
57992,16662968139009,1584817
57993,16662952247964,0
57994,16662936356934,0
57995,16662920465920,0
57996,16662904574920,0
57997,16662888683936,1761116
57998,16662872792967,0
57999,16662856902014,0
58000,16662841011075,0
58001,16662825120151,0
58002,16662809229243,0
58003,11894376732867,5375130
58004,16662781994988,1771800
58005,16662766104121,0
58006,16662750213269,0
58007,16449214045768,1346564
58008,16662718635239,0
58009,14858018564204,1614109
58010,13228241856453,1000000
58011,16662675959287,0
58012,16662660068521,0
58013,16662644177770,1000000
58014,16630222640915,1339302
58015,16662612427218,0
58016,16662596536512,0
58017,16612176339368,1789363
58018,16662564803216,0
58019,5070033561350,6000000
58020,527296163199,6846727
58021,16662543574526,1584715
58022,16662527683887,0
58023,16662511793262,0
58024,16662495902652,0
58025,16662480012058,0
58026,16662464121479,0
58027,16662448230915,0
58028,16662432340366,0
58029,6235741024287,6000000
58030,3924198913711,2000000
58031,2345461984865,1116975
58032,3731163882374,7999354
58033,16662400965436,0
58034,16662385074932,0
58035,16662369184444,0
58036,16662353293970,1296551
58037,16662337403512,0
58038,11831441254842,5969461
58039,9175899419282,3117856
58040,16662301478907,0
58041,16662285588498,0
58042,16662269698104,0
58043,14416196615572,1466633
58044,16662240059369,0
58045,16662224169019,0
58046,5347595742838,8420304
58047,9890579668177,2966433
58048,10867981020284,2705714
58049,16662183381913,1850751
58050,16662167491616,2990314
58051,16662151601335,0
58052,16662135711069,0
58053,16662119820818,1000000
58054,16662103930583,1494313
58055,16662088040362,0
58056,10909095849481,5574920
58057,16662061746432,1356934
58058,10946222833137,5000000
58059,16662035417120,1000000
58060,16662019526965,0
58061,7232054536564,6253951
58062,8934812469753,2792838
58063,4505864442768,4891028
58064,3141773024619,1000000
58065,2500969835096,9640548
58066,5790702980568,7442057
58067,1408499228229,6213269
58068,5062908004388,5007677
58069,2329951085257,3344172
58070,1181279806960,5081687
58071,742981903657,7856453
58072,5659756181082,5343004
58073,16372957573532,5595615
58074,10917818618135,1000000
58075,16661931365163,0
58076,2785226451594,1000000
58077,16661912818908,0
58078,16661896928870,1000000
58079,9789103997170,5803216
58080,16661871703230,1000000
58081,16661855813231,0
58082,16661839923247,0
58083,16661824033278,0
58084,16661808143324,0
58085,16661792253386,0
58086,16661776363463,1000000
58087,16661760473554,1000000
58088,3030433939440,7499736
58089,16661741693614,2230915
58090,16661725803739,0
58091,16661709913879,1390272
58092,16661694024034,0
58093,16661678134205,0
58094,5284174160773,1211847
58095,16661657205009,5275662
58096,12623537755824,1371519
58097,16661629276471,1907739
58098,16661613386703,24729596585
58099,16661597496950,0
58100,16661581607212,0
58101,5146044160234,3987826
58102,1453068713937,7634624
58103,6076658955931,8016045
58104,8725538629711,5000000
58105,1100845626480,7093021
58106,5777089522235,4228318
58107,8873174271639,4736770
58108,4183424343000,4766533
58109,2745599434910,7434247
58110,12570782219308,3280307
58111,16661511689717,0
58112,13588661074040,3110690
58113,7739957520536,6820818
58114,16661475459506,1711069
58115,16661459569884,2000000
58116,16661443680278,0
58117,16661427790688,0
58118,16661411901112,0
58119,16661396011551,0
58120,16661380122006,0
58121,9687845161095,5417120
58122,814530950906,2581110
58123,5514205094902,3560769
58124,4988924379804,2647761
58125,10271177372266,3526965
58126,10911549513324,6024619
58127,16661323998642,0
58128,16661308109165,0
58129,16661292219703,1770779
58130,16661276330257,1562705
58131,8504239054692,9318076
58132,2933725139852,1000000
58133,16661249532733,0
58134,16661233643327,0
58135,11701517116123,3346677
58136,16661206594500,0
58137,16661190705135,0
58138,11101681958965,6270502
58139,1491213518789,5365163
58140,16661162806265,1204402
58141,16661146916942,0
58142,16661131027634,0
58143,16661115138341,0
58144,16661099249063,0
58145,16661083359801,3097387
58146,5670280419091,6143324
58147,16661062062953,1000000
58148,16661046173726,0
58149,16661030284514,0
58150,7080616391447,7229221
58151,14421842190408,29257611222
58152,16660993888975,0
58153,2097092267717,5362654
58154,16434460701005,3134205
58155,8137503549078,1000000
58156,16032185655410,4328185
58157,7169035038474,5000000
58158,16660930439810,0
58159,16660914550709,0
58160,4734012907259,2480517
58161,16660894146916,2887751
58162,16660878257849,2923611
58163,16660862368798,0
58164,16660846479761,0
58165,16660830590740,4070492
58166,16660814701733,0
58167,16660798812742,0
58168,16660782923766,0
58169,16660767034806,0
58170,560012788388,8000000
58171,11482485191954,5609148
58172,16660739661239,29820597504
58173,16660723772320,0
58174,16660707883415,0
58175,16660691994526,0
58176,16660676105652,0
58177,4100887185790,6344500
58178,7986545464811,6794252
58179,16660648689319,2534055
58180,16660632800486,0
58181,9484394554097,5122006
58182,16660607866645,1578215
58183,16660591977851,0
58184,16660576089073,1000000
58185,2769791309799,7926796
58186,10203450214939,4000000
58187,3806956462562,5803261
58188,14305769495814,3000000
58189,8341024272980,5998642
58190,16660522599800,2000000
58191,5308575530867,1000000
58192,8852105051671,4537264
58193,16660493206410,0
58194,16660477317725,0
58195,10967603375696,6000000
58196,13069656251694,2643327
58197,16660438505339,0
58198,10700596094132,5000000
58199,16660412411823,4583088
58200,16660396523216,0
58201,16660380634623,4981087
58202,14078669252031,1000000
58203,16660351319581,0
58204,13122735784333,5027634
58205,16660322916216,0
58206,12680550154723,4387404
58207,16660294934579,1457188
58208,16637900584412,1000000
58209,16660263178945,0
58210,16660247290480,0
58211,16660231402030,0
58212,684225679772,7284514
58213,16660214861066,0
58214,16660198972647,0
58215,16660183084244,0
58216,858311655128,7888975
58217,16660166377305,0
58218,16660150488932,0
58219,16660134600575,0
58220,654842251250,7000000
58221,16235748894176,3938485
58222,5098452840049,2021576
58223,16660097741846,0
58224,11208216634037,6000000
58225,12080376038691,21674889127
58226,6888497794299,2389749
58227,9318020621842,2721274
58228,12534092239796,5012376
58229,7490090429583,2576836
58230,16660025091517,0
58231,16660009203279,1000000
58232,16659993315056,0
58233,16659977426848,0
58234,16659961538655,1000000
58235,16659945650478,0
58236,16659929762316,0
58237,16659913874168,0
58238,16659897986037,1000000
58239,16659882097920,0
58240,16659866209818,0
58241,16659850321732,0
58242,16659834433660,0
58243,16659818545604,0
58244,7803671307599,6000000
58245,16355720466532,4422711
58246,7801231019608,6000000
58247,1782179128692,1000000
58248,16659770477919,1089073
58249,16659754589924,0
58250,16659738701944,0
58251,16659722813979,0
58252,16659706926029,1000000
58253,16659691038095,2162124
58254,16659675150175,0
58255,12365477319186,1748854
58256,16659647469633,1312045
58257,16659631581755,0
58258,16659615693892,0
58259,16659599806045,0
58260,2687363479296,9422919
58261,16659581355343,0
58262,16659565467528,0
58263,16659549579728,0
58264,14747261786918,5319581
58265,8254357328737,6916216
58266,16659511755890,1811967
58267,16659495868142,1105310
58268,11293244863830,4000000
58269,16659469210331,0
58270,16659453322623,0
58271,16659437434930,1000000
58272,1903116966629,1000000
58273,3636397773025,6402030
58274,16659416264359,1249508
58275,16659400376702,1000000
58276,16659384489060,0
58277,16659368601433,0
58278,9930243618465,6176073
58279,16659343243602,1084244
58280,16659327356015,0
58281,16659311468442,100
58282,16659295580884,0
58283,16659279693342,0
58284,1538694751709,6741846
58285,16659262338401,8010000000
58286,16659246450891,0
58287,16659230563395,0
58288,16659214675915,0
58289,3609823436625,7343116
58290,16659195345854,0
58291,16659179458407,0
58292,16659163570976,0
58293,16659147683559,0
58294,1089414553048,6518535
58295,16659130757211,2251035
58296,16659114869826,0
58297,16659098982456,2475808
58298,2194813540516,3397749
58299,4185692556912,6000000
58300,16659077010176,3874168
58301,3343050385554,1432827
58302,1417814937938,8037738
58303,16137439822507,3545604
58304,2145092110110,6000000
58305,6297636184738,6755392
58306,16659033141053,0
58307,16659017253760,0
58308,15584652331311,6128692
58309,14927959170857,1000000
58310,8698872814080,2004970
58311,16658963971498,0
58312,16658948084272,0
58313,7971288686108,7740008
58314,8768937389124,5000000
58315,16658916232337,0
58316,16658900345157,0
58317,10794875666833,6068040
58318,16658874163196,1150175
58319,11358802492621,5000000
58320,16658847443457,1581755
58321,16658831556342,0
58322,16658815669242,0
58323,16658799782158,0
58324,16658783895088,0
58325,16658768008034,0
58326,16658752120995,0
58327,6509262874266,7693892
58328,9346005618157,5141884
58329,16658721113208,1579728
58330,12350379196977,4973452
58331,16658693447974,0
58332,16658677561006,0
58333,16658661674053,0
58334,1124793054591,8519098
58335,16658644714429,0
58336,5240497943777,8673967
58337,16658623829779,2513867
58338,6802232037022,1225091
58339,15689848432907,3000000
58340,5860723781777,6250409
58341,16658580903537,0
58342,4947620422010,5707472877
58343,8490034214846,5614634960
58344,16658552201530,2327846
58345,16658536314696,0
58346,16658520427878,0
58347,794890154669,7450891
58348,16658503783009,0
58349,16658487896221,4239310
58350,16658472009449,0
58351,16658456122693,23892057764
58352,16461065663688,5000239275
58353,16658424537455,5822541612
58354,16658408650744,0
58355,16658392764047,21826416503
58356,16658376877366,1830137
58357,16658360990700,20005130250
58358,9690399851882,6458264
58359,16640577701720,2112967
58360,14394407287732,1050897
58361,15864456512636,1984817
58362,4462141129518,8975676
58363,16658286880341,4375293
58364,14290647595688,1191210
58365,5549938986431,4408853
58366,5258301162372,3405981
58367,16658247057596,1000000
58368,16658231171054,0
58369,2176066660589,4872373
58370,6974294082678,3820848
58371,16658206558062,1141053
58372,16658190671559,0
58373,16658174785070,0
58374,16658158898597,0
58375,4543211325289,8426116
58376,16658138679394,0
58377,11514052995764,26086177982
58378,6595948618495,3326570
58379,16183177561243,3345157
58380,16658090088431,5000848709
58381,16658074202038,0
58382,8119397447117,5556342
58383,16658050572400,0
58384,4516175400641,1000000
58385,13715354497336,1000000
58386,12407282372973,1000000
58387,3584489439328,5129029
58388,11595107333639,1000000
58389,7607431127594,2676154
58390,15930694457871,1000000
58391,5461247979979,6692936
58392,16657963334247,0
58393,16657947447976,0
58394,16657931561719,0
58395,11402228506825,5561006
58396,16657904801465,5003688773
58397,16657888915249,0
58398,5941083451421,7000000
58399,16657867363189,0
58400,16300824412616,4605759
58401,4964122249709,7844268
58402,1524403674923,5118505
58403,7842036376212,7290497
58404,16414076425808,27327163048
58405,8025501440859,1000000
58406,2166588957568,6742574
58407,16657796891024,0
58408,16657781004911,0
58409,16657765118813,0
58410,1222699449291,7783009
58411,11198067026896,4000000
58412,16657737387365,3442270
58413,4332397310012,7902963
58414,8416951436277,1344042
58415,15264210657842,5633235
58416,8044509677232,6650744
58417,16657687113654,1060379
58418,16657671227646,0
58419,16657655341652,0
58420,16657639455674,0
58421,16657623569711,0
58422,8727435174680,5814687
58423,16657599360633,0
58424,16657583474708,1719539
58425,1065166151645,7539985
58426,9059888737102,7695223
58427,16657557932794,1000000
58428,16313504917235,1000000
58429,16657526489138,2985909
58430,16657510603283,0
58431,8732813262890,6171054
58432,15771538391754,2781704
58433,14165694542203,1482149
58434,16163213168904,1000000
58435,1765117773381,7000000
58436,7665706934265,2000000
58437,16657297199648,4570156
58438,9796019037933,8397128
58439,16657408202588,5000000000
58440,16657392316846,0
58441,5339410339532,10704157
58442,1838397234038,4718469
58443,919605199264,2877065
58444,16657368708824,0
58445,6299018450092,7470377
58446,5056191282805,3510494
58447,11895114750884,2866354
58448,16657330649882,0
58449,16657314764213,4402977
58450,16657298878560,0
58451,16657282992922,0
58452,11751622671066,7595258
58453,16657255900078,0
58454,16657240014481,0
58455,690522809449,4558875
58456,7526437085131,8561719
58457,16657216292596,0
58458,1531482095812,2000000
58459,5591996363060,4154017
58460,16657193613558,3000000
58461,12704844002272,6381564
58462,16657165611737,8038862527
58463,16657149726226,0
58464,1275525871320,6155813
58465,631798666297,7093977
58466,16657132021763,0
58467,3606637412226,9666709
58468,2117992905972,3793428
58469,16501519722087,2000000
58470,16657094939776,0
58471,16657079054332,0
58472,932134798349,11259196
58473,4131524999772,11140815
58474,16657058339821,0
58475,16657042454413,0
58476,12703385726638,11833689
58477,16474581816181,1000000
58478,16656998742741,0
58479,7718051946686,5411326
58480,16656975496881,0
58481,10303115659909,2000000
58482,14755099541653,1753331
58483,16656935714175,0
58484,16656919828883,0
58485,1087383425595,6901612
58486,13648003495897,3548352
58487,16656889890847,0
58488,16321055345953,4194247
58489,16656858440627,0
58490,16656842555409,40436000000
58491,14023284049885,1377467
58492,16656813296560,0
58493,16656797411385,0
58494,16656781526226,0
58495,16656765641081,0
58496,2145259638399,34405389225
58497,15976339841888,1012836
58498,16656732473847,41280678115
58499,12720379374500,1421946
58500,16642606012813,1472202
58501,16656688586024,0
58502,13791664287981,1000000
58503,10754685207337,5245165
58504,16656649291745,0
58505,15444016644332,2440500
58506,16656618678164,0
58507,16656602793175,0
58508,16656586908201,0
58509,10516966203153,35901769804
58510,16656560993481,1666502
58511,16656545108547,0
58512,16656529223627,22120167190
58513,16656513338723,0
58514,16656497453834,36895000000
58515,16656481568960,1000000
58516,16656465684102,0
58517,8159730257234,3962220
58518,16656442017533,0
58519,16656426132712,0
58520,16656410247906,0
58521,16595068793960,42091042208
58522,16656378536825,0
58523,16656362652064,42469000000
58524,4877233042117,2542305
58525,4835032675159,2881225
58526,14732669267812,1656693
58527,16306544236051,1939996
58528,13094445749700,3168555
58529,16656295415843,0
58530,15851087190618,1612973
58531,16656264414387,0
58532,16656248529736,0
58533,16656232645099,0
58534,15724998574203,1000000
58535,16656201763951,0
58536,16656185879359,0
58537,16656169994782,0
58538,16656154110221,0
58539,16656138225675,0
58540,16656122341143,41319000000
58541,16656106456627,0
58542,16656090572126,0
58543,16656074687640,1000000
58544,13948950856735,1698831
58545,16656045500414,0
58546,16656029615971,0
58547,16656013731543,0
58548,16655997847131,0
58549,16655981962733,0
58550,16655966078351,0
58551,16655950193984,0
58552,16655934309632,0
58553,16655918425295,0
58554,16655902540974,0
58555,16655886656667,0
58556,16655870772376,0
58557,16655854888100,9234650496
58558,16655839003839,0
58559,16655823119593,0
58560,8871260645622,1000000
58561,16655798775069,1000000
58562,16655782890861,0
58563,16655767006669,1000000
58564,16655751122492,0
58565,16655735238330,0
58566,16655719354183,0
58567,16655703470051,0
58568,3486424488597,3892920
58569,3824856470605,1000000
58570,16655680613353,0
58571,16655664729259,0
58572,16655648845179,0
58573,16655632961114,0
58574,16655617077065,0
58575,15171052440294,1000000
58576,16655586724788,0
58577,13279819076549,48666714175
58578,16655558176160,5477000000
58579,15820206844637,1643857
58580,16169356987656,1106400
58581,16655511784557,0
58582,16655495900623,0
58583,16655480016704,0
58584,16655464132801,0
58585,16655448248912,0
58586,16655432365039,0
58587,16655416481181,0
58588,16655400597338,0
58589,16655384713510,0
58590,16655368829698,0
58591,16655352945900,0
58592,16655337062118,0
58593,16655321178351,0
58594,10006986427574,5070683
58595,7674818742237,4220245
58596,16655288431915,5798592078
58597,16655272548194,1394533
58598,14772705675388,2842173
58599,16655242576139,0
58600,16655226692461,0
58601,16655210808800,0
58602,16655194925153,0
58603,12847348385982,1124024
58604,2456922071330,2000000
58605,6331605830717,5017057545
58606,10812207560430,1876612
58607,16655148096617,0
58608,16655132213030,0
58609,7796618205371,44246110972
58610,16655108894024,0
58611,16655093010474,0
58612,3432927842327,3663396
58613,16655073853044,0
58614,16655057969528,0
58615,16655042086027,0
58616,16655026202541,0
58617,16655010319071,0
58618,2917501343071,10003933762
58619,16654991653269,0
58620,16654975769831,0
58621,10191724523020,4067074
58622,16633485100498,1819122
58623,16654934303895,0
58624,16654918420512,0
58625,16654902537144,0
58626,16654886653791,0
58627,16654870770454,0
58628,16654854887131,0
58629,16654839003824,0
58630,16654823120532,0
58631,16553609255882,1000000
58632,10902371546732,1000000
58633,16654781053191,0
58634,16654765169954,0
58635,16654749286732,0
58636,16654733403525,0
58637,16654717520334,0
58638,16654701637158,0
58639,16654685753996,0
58640,16654669870850,0
58641,9271818417178,45097000000
58642,16654645145424,0
58643,16654629262317,0
58644,16654613379225,0
58645,16654597496148,0
58646,16654581613086,0
58647,16654565730039,0
58648,16654549847008,0
58649,16654533963991,1095251
58650,16654518080990,0
58651,16654502198004,0
58652,16654486315033,0
58653,16654470432077,209570000
58654,4068974865853,1162938
58655,16654450668659,0
58656,16654434785738,0
58657,16654418902831,0
58658,16654403019939,0
58659,16654387137063,0
58660,16654371254202,0
58661,16654355371355,0
58662,4237764924010,5790291985
58663,16654335447077,0
58664,16654319564265,0
58665,16654303681468,0
58666,16654287798686,0
58667,16654271915920,0
58668,16654256033169,0
58669,16654240150432,0
58670,8717102063390,2709856
58671,3333142763390,42316346757
58672,14353251916361,2000000
58673,1883705455288,1000000
58674,16654197290933,0
58675,11338691267817,1626550
58676,16654170594834,0
58677,16654154712179,0
58678,16654138829540,0
58679,16654122946915,0
58680,16280887026125,3008791
58681,12365571327560,1785212
58682,3131279922202,2872442
58683,11069018703402,4173169
58684,11816607847784,1750656
58685,16654054933259,0
58686,16654039050714,0
58687,16654023168185,0
58688,8206614488808,3091090
58689,16653999459233,0
58690,16653983576742,0
58691,16653967694266,0
58692,16653951811804,0
58693,14952301331732,1520534
58694,16653921669732,0
58695,11279064036351,1173164
58696,16653895030761,0
58697,16653879148369,0
58698,9939666729245,1068022
58699,16653853786788,7000000000
58700,16653837904435,0
58701,16653822022098,0
58702,16653806139775,0
58703,16653790257468,0
58704,16597364044461,35241403525
58705,16653758546696,12661827147
58706,7883207467302,1260673
58707,16653735146422,0
58708,16653719264182,0
58709,16653703381958,0
58710,16653687499749,0
58711,16653671617555,0
58712,16653655735376,0
58713,16653639853212,0
58714,16653623971064,0
58715,732840983102,4098028
58716,16653607390039,0
58717,8392769123255,2721389
58718,16653583503953,0
58719,16653567621858,2718015
58720,16653551739778,0
58721,16653535857713,0
58722,16653519975664,0
58723,16653504093630,0
58724,8181433053572,3086017
58725,8329254880135,1541075
58726,16653472465792,0
58727,16653456583803,0
58728,3511116138259,1033954
58729,16653437353368,0
58730,1076158708859,38821648402
58731,16653420445107,3283221
58732,16653404563168,0
58733,16653388681244,0
58734,16653372799334,0
58735,16653356917441,0
58736,16653341035562,0
58737,16653325153698,0
58738,14536802726544,1523050
58739,16653295408474,0
58740,16653279526654,0
58741,16653263644849,0
58742,16653247763059,0
58743,16653231881285,0
58744,16653215999525,0
58745,16653200117781,0
58746,16653184236052,0
58747,16653168354337,0
58748,16653152472638,5337806
58749,16653136590955,0
58750,16653120709286,0
58751,16653104827633,0
58752,14439948338632,2897407
58753,16653075174986,0
58754,16653059293376,0
58755,16653043411781,0
58756,11394204561466,4117923
58757,16653016663841,0
58758,13409900654369,1775421
58759,1135665670443,42409613558
58760,2809557686841,1572252
58761,3338853021119,1279234
58762,1259196801955,1753540
58763,16652979846109,0
58764,16652963964590,0
58765,16652948083086,1000000
58766,16652932201597,1000000
58767,16652916320123,0
58768,16652900438665,0
58769,16652884557221,0
58770,4537511999533,4478907
58771,16652864348484,0
58772,16652848467075,0
58773,16652832585681,1000000
58774,14708452310534,1901515
58775,13792370703092,1672365
58776,16652789523800,0
58777,16652773642462,0
58778,11212811333330,1104961
58779,16652747067769,0
58780,16652731186472,0
58781,695330630497,2542550
58782,16652714642071,0
58783,12211080914072,1107225
58784,8202405559163,3111037
58785,10506903920664,3773766
58786,16652669272823,0
58787,16652653391600,0
58788,16652637510392,0
58789,16574140779300,32802734683
58790,4743929026972,14862952213
58791,7099757297319,1428520
58792,6617046818700,1445915
58793,16652588217340,0
58794,16652572336194,0
58795,16652556455063,0
58796,16652540573948,0
58797,2779097173894,2873765
58798,16652522042494,0
58799,16652506161412,0
58800,16652490280344,0
58801,16652474399292,0
58802,16652458518255,0
58803,16652442637233,0
58804,12207440734301,8333994
58805,8173777968530,1000000
58806,16652407319181,0
58807,16652391438208,0
58808,1263953771782,2915813
58809,16652374351850,0
58810,16652358470908,0
58811,2069525827240,6000000
58812,16652340616328,0
58813,16652324735418,0
58814,16652308854524,0
58815,16652292973645,0
58816,1858385755785,21854945900
58817,16652275320486,21060597338
58818,709979030933,3000000
58819,14690851815402,2000000
58820,16652244752262,0
58821,631673618773,5000000
58822,16652228269032,0
58823,2228024553536,3000000
58824,16652210263420,0
58825,16652194382635,0
58826,16652178501865,0
58827,16652162621110,0
58828,1764048453740,7457015
58829,2528646502792,3000000
58830,549900001514,7519274
58831,1095396184518,5673061
58832,16652141077461,0
58833,16652125196741,0
58834,16652109316037,0
58835,740914082289,2567634
58836,3169891705762,4000000
58837,1351848239649,4360000
58838,16652088416490,0
58839,504015564723,3462002
58840,8759599325218,6995803
58841,16652063701350,0
58842,16652047820704,0
58843,1037392906741,5681982
58844,3720037695596,3165581
58845,16652027403034,0
58846,1491983223313,2000000
58847,16652010099557,0
58848,16651994218963,0
58849,6749507705677,7339727197
58850,16651971901552,6382489624
58851,1900696889243,2000000
58852,1852070936190,1393399
58853,16589379566903,33383823665
58854,16651936621210,11274093630
58855,16651920740686,0
58856,744160972753,2590906
58857,3166858964821,3047659
58858,16651901130338,0
58859,16651885249847,0
58860,16651869369372,0
58861,6248905090780,1241820
58862,1927316096907,2350998
58863,16651845691460,0
58864,16651829811022,0
58865,16651813930600,0
58866,613686031413,3000000
58867,2257399882596,1665439
58868,16651795312112,0
58869,549888007152,3804984
58870,5761587271095,4000000
58871,3033138469396,32714863366
58872,16651770520004,5237142680
58873,16651754639638,0
58874,16651738759287,0
58875,16651722878952,0
58876,16651706998631,0
58877,10850324150426,25377057292
58878,16651680770651,0
58879,16651664890370,0
58880,16651649010105,0
58881,16651633129855,6000000000
58882,7900318133410,7419055230
58883,9321034104206,2000000
58884,16651600826059,0
58885,16597862936439,34182216908
58886,4308844906062,14912000000
58887,16651565007665,0
58888,16651549127495,0
58889,6859450547936,2000000
58890,10394399166999,1000000
58891,1740355091085,4601628
58892,721350129654,1000000
58893,891903028413,2622172
58894,6868378861569,3124562
58895,16651507044340,0
58896,7885766519750,3344897
58897,3090248898917,3680916
58898,16651480696682,0
58899,1891235908072,1000000
58900,16651463012969,0
58901,16651447132896,0
58902,16651431252839,0
58903,16651415372797,0
58904,16651399492769,0
58905,5606041260938,2000000
58906,16651378266420,0
58907,2434828813593,1000000
58908,7496071808228,2000000
58909,5721004563270,1000000
58910,6503776163664,2606786
58911,1936650854622,5000000
58912,590782695224,1000000
58913,16651338846775,0
58914,16651322966821,0
58915,16651307086882,0
58916,16651291206958,0
58917,16651275327049,0
58918,16650965718939,40739932867
58919,16650683419723,13250044249
58920,1255862192582,10279482041
58921,16651226490545,0
58922,13685896420302,22734971349
58923,16651197558810,0
58924,3876381607411,3000000
58925,16651177982185,0
58926,5126482188992,3438031
58927,3434660301952,1000000
58928,16651153937842,100
58929,12901392354502,1000000
58930,16651125754338,3586119
58931,16651109874587,0
58932,16651093994851,0
58933,16651078115130,0
58934,16651062235425,0
58935,9960169552936,2000000
58936,16651036856977,0
58937,16651020977310,5086063955
58938,16651005097659,0
58939,2109842681068,6373280
58940,16650987205921,0
58941,16650971326302,0
58942,10693519619083,27368990092
58943,3058574668081,3000000
58944,10335719077766,1000000
58945,16005054418098,1000000
58946,16650917211160,0
58947,16650901331608,0
58948,16650885452071,0
58949,16577567074785,31408785495
58950,16650853762949,13080000000
58951,16650837883458,26483810769
58952,16650822003981,0
58953,16650806124520,0
58954,16650790245074,0
58955,16650774365643,0
58956,16650758486227,2466462
58957,16650742606826,2982205
58958,16650726727440,0
58959,16650710848070,0
58960,16650694968715,0
58961,16650679089375,1000000
58962,16650663210050,0
58963,16650647330740,2366198
58964,16650631451445,0
58965,7567205925106,2000000
58966,16650608355516,0
58967,16650592476258,0
58968,13591899643320,1000000
58969,14403024599793,3000000
58970,3576984186531,3810000
58971,16650546487697,0
58972,16650530608499,1475104
58973,16650514729316,0
58974,16650498850147,0
58975,16650482970994,0
58976,16650467091856,0
58977,16650451212733,0
58978,16650435333626,0
58979,16650419454533,0
58980,16650403575456,0
58981,15654208986844,36756683772
58982,16483869039702,35245818426
58983,16650357047134,5479952944
58984,16650341168116,0
58985,16591081392069,2394403
58986,16650309466625,2909372
58987,16650293587653,0
58988,9194920681746,1254013
58989,16650268939736,0
58990,16650253060802,3916043
58991,8208313805437,1885339
58992,16650229353825,0
58993,16650213474929,0
58994,16650197596048,100
58995,16650181717182,0
58996,16650165838331,0
58997,16650149959496,0
58998,16650134080676,0
58999,16650118201870,0
59000,16650102323080,1710000
59001,16650086444305,100
59002,16650070565545,100
59003,16650054686801,3000000
59004,16650038808071,0
59005,16650022929357,0
59006,16650007050658,0
59007,16649991171974,0
59008,16649975293305,0
59009,16649959414651,2000100
59010,15914281764819,41529132896
59011,16649928358970,8624642071
59012,16649912480361,0
59013,16649896601767,0
59014,16649880723189,0
59015,16649864844625,0
59016,16649848966077,0
59017,16649833087543,0
59018,16649817209025,4060136
59019,16649801330522,0
59020,16649785452034,19439813704
59021,16649769573561,0
59022,16649753695104,0
59023,16649737816661,1869859
59024,16649721938234,0
59025,16649706059822,0
59026,16649690181425,0
59027,6752425260667,3131021
59028,16649667863428,0
59029,16649651985068,1827259
59030,16649636106722,0
59031,16649620228392,2981619
59032,16649604350077,0
59033,16649588471777,0
59034,16649572593492,0
59035,16649556715222,0
59036,16649540836967,1000110
59037,16649524958728,0
59038,16649509080503,0
59039,14087148019601,1685271
59040,16649479767743,1862754
59041,3037234495468,48006510090
59042,16649460993029,0
59043,16649445114866,0
59044,16649429236718,0
59045,16649413358585,0
59046,16649397480467,0
59047,16649381602364,0
59048,16649365724276,0
59049,16649349846204,0
59050,16649333968147,0
59051,16649318090104,0
59052,13064774043025,4433498
59053,16649289752538,0
59054,15005630252834,1580786
59055,16649259564054,0
59056,16649243686082,0
59057,16649227808126,0
59058,4797808563177,211231711
59059,16649207354639,0
59060,1900381337082,2620658
59061,9078005253190,1806394
59062,16649181006912,0
59063,16649165129016,0
59064,16649149251134,0
59065,16649133373268,0
59066,16649117495417,0
59067,16649101617582,0
59068,16649085739761,0
59069,16649069861956,0
59070,3154328269425,12381058
59071,16649050975963,0
59072,4928032767169,2982632
59073,9076795644129,1422281
59074,16649021742146,0
59075,4073432183125,35689375571
59076,16649001979674,10261982185
59077,16648986101948,34895409056
